School,Team_Name,City,State,Latitude,Longitude,Primary_Color_Hex,Secondary_Color_Hex,Logo_URL,Conference
Idaho,Idaho Vandals,Moscow,Idaho,46.7258,-117.0127,#B3A369,#000000,https://a.espncdn.com/i/teamlogos/ncaa/500/70.png,Sun Belt
